Time,UAV_ID,Lyapunov,PosError_Lat,PosError_Lon,VelError_Lat,VelError_Lon,Control_Lat,Control_Lon
20.273,2,0.000003,-0.002034,0.001316,0.000000,0.000000,0.002034,-0.001316
20.524,2,0.000003,-0.001959,0.001269,0.000000,0.000000,0.001959,-0.001269
20.774,2,0.000003,-0.001921,0.001245,0.000000,0.000000,0.001921,-0.001245
21.024,2,0.000003,-0.002106,0.001372,0.000000,0.000000,0.002106,-0.001372
21.274,2,0.000003,-0.002029,0.001328,0.000000,0.000000,0.002029,-0.001328
21.525,2,0.000003,-0.002029,0.001328,0.000000,0.000000,0.002029,-0.001328
21.776,2,0.000004,-0.002213,0.001455,0.000000,0.000000,0.002213,-0.001455
22.026,2,0.000003,-0.002101,0.001385,0.000000,0.000000,0.002101,-0.001385
22.276,2,0.000003,-0.002101,0.001385,0.000000,0.000000,0.002101,-0.001385
22.526,2,0.000003,-0.001952,0.001288,0.000000,0.000000,0.001952,-0.001288
22.776,2,0.000003,-0.001952,0.001288,0.000000,0.000000,0.001952,-0.001288
23.026,2,0.000003,-0.002098,0.001395,0.000000,0.000000,0.002098,-0.001395
23.276,2,0.000003,-0.002060,0.001371,0.000000,0.000000,0.002060,-0.001371
23.527,2,0.000003,-0.001894,0.001262,0.000000,0.000000,0.001894,-0.001262
23.777,2,0.000003,-0.001911,0.001273,0.000000,0.000000,0.001911,-0.001273
24.028,2,0.000003,-0.002095,0.001399,0.000000,0.000000,0.002095,-0.001399
24.278,2,0.000003,-0.002095,0.001399,0.000000,0.000000,0.002095,-0.001399
24.529,2,0.000004,-0.002279,0.001526,0.000000,0.000000,0.002279,-0.001526
24.779,2,0.000003,-0.001945,0.001304,0.000000,0.000000,0.001945,-0.001304
25.029,2,0.000003,-0.001908,0.001279,0.000000,0.000000,0.001908,-0.001279
25.279,2,0.000002,-0.001812,0.001194,0.000000,0.000000,0.001812,-0.001194
25.529,2,0.000003,-0.001972,0.001307,0.000000,0.000000,0.001972,-0.001307
25.780,2,0.000003,-0.002045,0.001359,0.000000,0.000000,0.002045,-0.001359
26.030,2,0.000003,-0.002035,0.001251,0.000000,0.000000,0.002035,-0.001251
26.280,2,0.000003,-0.002132,0.001202,0.000000,0.000000,0.002132,-0.001202
26.531,2,0.000003,-0.002311,0.001257,0.000000,0.000000,0.002311,-0.001257
26.783,2,0.000004,-0.002360,0.001296,0.000000,0.000000,0.002360,-0.001296
27.033,2,0.000004,-0.002519,0.001372,0.000000,0.000000,0.002519,-0.001372
27.284,2,0.000005,-0.002680,0.001511,0.000000,0.000000,0.002680,-0.001511
27.534,2,0.000005,-0.002669,0.001473,0.000000,0.000000,0.002669,-0.001473
27.784,2,0.000006,-0.002884,0.001758,0.000000,0.000000,0.002884,-0.001758
28.034,2,0.000005,-0.002613,0.001566,0.000000,0.000000,0.002613,-0.001566
28.284,2,0.000005,-0.002613,0.001664,0.000000,0.000000,0.002613,-0.001664
28.535,2,0.000005,-0.002577,0.001636,0.000000,0.000000,0.002578,-0.001636
28.785,2,0.000005,-0.002675,0.001898,0.000000,0.000000,0.002675,-0.001898
29.036,2,0.000005,-0.002477,0.001840,0.000000,0.000000,0.002477,-0.001840
29.286,2,0.000005,-0.002434,0.001805,0.000000,0.000000,0.002434,-0.001805
29.536,2,0.000005,-0.002393,0.001979,0.000000,0.000000,0.002393,-0.001979
29.786,2,0.000005,-0.002342,0.001989,0.000000,0.000000,0.002342,-0.001989
30.037,2,0.000004,-0.002187,0.002016,0.000000,0.000000,0.002187,-0.002016
30.287,2,0.000004,-0.002130,0.002084,0.000000,0.000000,0.002130,-0.002084
30.538,2,0.000004,-0.002044,0.002010,0.000000,0.000000,0.002044,-0.002010
30.788,2,0.000004,-0.001894,0.002144,0.000000,0.000000,0.001894,-0.002144
31.040,2,0.000004,-0.001862,0.002246,0.000000,0.000000,0.001862,-0.002246
31.291,2,0.000004,-0.001732,0.002158,0.000000,0.000000,0.001732,-0.002158
31.542,2,0.000004,-0.001611,0.002170,0.000000,0.000000,0.001611,-0.002170
31.793,2,0.000004,-0.001535,0.002202,0.000000,0.000000,0.001535,-0.002202
32.043,2,0.000004,-0.001495,0.002282,0.000000,0.000000,0.001495,-0.002282
32.293,2,0.000003,-0.001321,0.002292,0.000000,0.000000,0.001321,-0.002292
32.543,2,0.000004,-0.001318,0.002434,0.000000,0.000000,0.001318,-0.002434
32.793,2,0.000003,-0.001174,0.002334,0.000000,0.000000,0.001174,-0.002334
33.044,2,0.000003,-0.001034,0.002361,0.000000,0.000000,0.001034,-0.002361
33.294,2,0.000003,-0.001026,0.002407,0.000000,0.000000,0.001026,-0.002407
33.544,2,0.000003,-0.000852,0.002256,0.000000,0.000000,0.000852,-0.002256
33.794,2,0.000003,-0.000852,0.002256,0.000000,0.000000,0.000852,-0.002256
34.045,2,0.000003,-0.000762,0.002464,0.000000,0.000000,0.000762,-0.002464
34.295,2,0.000004,-0.000827,0.002528,0.000000,0.000000,0.000827,-0.002528
34.545,2,0.000004,-0.000799,0.002637,0.000000,0.000000,0.000799,-0.002637
34.795,2,0.000003,-0.000650,0.002510,0.000000,0.000000,0.000650,-0.002510
35.045,2,0.000003,-0.000650,0.002510,0.000000,0.000000,0.000650,-0.002510
35.296,2,0.000003,-0.000556,0.002363,0.000000,0.000000,0.000556,-0.002363
35.546,2,0.000003,-0.000764,0.002484,0.000000,0.000000,0.000764,-0.002484
35.796,2,0.000003,-0.000613,0.002514,0.000000,0.000000,0.000613,-0.002514
36.046,2,0.000003,-0.000613,0.002514,0.000000,0.000000,0.000613,-0.002514
36.298,2,0.000003,-0.000614,0.002431,0.000000,0.000000,0.000614,-0.002431
36.548,2,0.000003,-0.000607,0.002249,0.000000,0.000000,0.000607,-0.002249
36.798,2,0.000003,-0.000607,0.002249,0.000000,0.000000,0.000607,-0.002249
37.049,2,0.000002,-0.000614,0.002117,0.000000,0.000000,0.000614,-0.002117
37.299,2,0.000003,-0.000919,0.002183,0.000000,0.000000,0.000919,-0.002183
37.549,2,0.000003,-0.000919,0.002183,0.000000,0.000000,0.000919,-0.002183
37.799,2,0.000003,-0.001030,0.002044,0.000000,0.000000,0.001030,-0.002044
38.049,2,0.000003,-0.001150,0.002116,0.000000,0.000000,0.001150,-0.002116
38.299,2,0.000003,-0.001184,0.001934,0.000000,0.000000,0.001184,-0.001934
38.551,2,0.000003,-0.001199,0.002011,0.000000,0.000000,0.001199,-0.002011
38.801,2,0.000003,-0.001414,0.001897,0.000000,0.000000,0.001414,-0.001897
39.052,2,0.000003,-0.001413,0.001850,0.000000,0.000000,0.001413,-0.001850
39.302,2,0.000003,-0.001525,0.001765,0.000000,0.000000,0.001525,-0.001765
39.552,2,0.000003,-0.001525,0.001765,0.000000,0.000000,0.001525,-0.001765
39.803,2,0.000003,-0.001685,0.001515,0.000000,0.000000,0.001685,-0.001515
40.053,2,0.000003,-0.001685,0.001515,0.000000,0.000000,0.001685,-0.001515
40.304,2,0.000003,-0.001808,0.001579,0.000000,0.000000,0.001808,-0.001579
40.554,2,0.000003,-0.001947,0.001188,0.000000,0.000000,0.001947,-0.001188
40.804,2,0.000003,-0.002023,0.001065,0.000000,0.000000,0.002023,-0.001065
41.054,2,0.000003,-0.002029,0.000995,0.000000,0.000000,0.002029,-0.000995
41.304,2,0.000003,-0.002082,0.000889,0.000000,0.000000,0.002082,-0.000889
41.555,2,0.000003,-0.002082,0.000889,0.000000,0.000000,0.002082,-0.000889
41.805,2,0.000003,-0.002169,0.000649,0.000000,0.000000,0.002169,-0.000649
42.055,2,0.000003,-0.002230,0.000603,0.000000,0.000000,0.002230,-0.000603
42.305,2,0.000003,-0.002186,0.000490,0.000000,0.000000,0.002186,-0.000490
42.555,2,0.000002,-0.002204,0.000258,0.000000,0.000000,0.002204,-0.000258
42.805,2,0.000003,-0.002286,0.000255,0.000000,0.000000,0.002286,-0.000255
43.056,2,0.000003,-0.002329,0.000109,0.000000,0.000000,0.002329,-0.000109
43.306,2,0.000003,-0.002329,0.000109,0.000000,0.000000,0.002329,-0.000109
43.556,2,0.000003,-0.002329,0.000109,0.000000,0.000000,0.002329,-0.000109
43.806,2,0.000003,-0.002309,-0.000343,0.000000,0.000000,0.002309,0.000343
44.057,2,0.000003,-0.002309,-0.000343,0.000000,0.000000,0.002309,0.000343
44.307,2,0.000003,-0.002264,-0.000367,0.000000,0.000000,0.002264,0.000367
44.557,2,0.000003,-0.002244,-0.000384,0.000000,0.000000,0.002244,0.000384
44.807,2,0.000002,-0.002180,-0.000431,0.000000,0.000000,0.002180,0.000431
45.057,2,0.000003,-0.002296,-0.000906,0.000000,0.000000,0.002296,0.000906
45.308,2,0.000003,-0.002224,-0.000960,0.000000,0.000000,0.002224,0.000960
45.559,2,0.000003,-0.002241,-0.001141,0.000000,0.000000,0.002241,0.001141
45.809,2,0.000003,-0.002175,-0.001286,0.000000,0.000000,0.002175,0.001286
46.059,2,0.000003,-0.002114,-0.001417,0.000000,0.000000,0.002114,0.001417
46.309,2,0.000003,-0.002114,-0.001417,0.000000,0.000000,0.002114,0.001417
46.559,2,0.000004,-0.002179,-0.001526,0.000000,0.000000,0.002179,0.001526
46.810,2,0.000003,-0.001901,-0.001634,0.000000,0.000000,0.001901,0.001634
47.060,2,0.000004,-0.001974,-0.001840,0.000000,0.000000,0.001974,0.001840
47.310,2,0.000004,-0.001848,-0.001997,0.000000,0.000000,0.001848,0.001997
47.562,2,0.000004,-0.001822,-0.002059,0.000000,0.000000,0.001822,0.002059
47.812,2,0.000004,-0.001858,-0.002096,0.000000,0.000000,0.001858,0.002096
48.062,2,0.000004,-0.001731,-0.002297,0.000000,0.000000,0.001731,0.002297
48.312,2,0.000004,-0.001731,-0.002297,0.000000,0.000000,0.001731,0.002297
48.562,2,0.000004,-0.001478,-0.002309,0.000000,0.000000,0.001478,0.002309
48.812,2,0.000004,-0.001510,-0.002528,0.000000,0.000000,0.001510,0.002528
49.062,2,0.000004,-0.001426,-0.002524,0.000000,0.000000,0.001426,0.002524
49.312,2,0.000005,-0.001411,-0.002701,0.000000,0.000000,0.001411,0.002701
49.563,2,0.000005,-0.001250,-0.002727,0.000000,0.000000,0.001250,0.002727
49.813,2,0.000004,-0.001065,-0.002731,0.000000,0.000000,0.001065,0.002731
50.064,2,0.000004,-0.001012,-0.002714,0.000000,0.000000,0.001012,0.002714
50.314,2,0.000005,-0.000860,-0.002894,0.000000,0.000000,0.000860,0.002894
50.564,2,0.000005,-0.000860,-0.003018,0.000000,0.000000,0.000860,0.003018
50.815,2,0.000005,-0.000699,-0.002953,0.000000,0.000000,0.000699,0.002953
51.065,2,0.000005,-0.000663,-0.003044,0.000000,0.000000,0.000663,0.003044
51.315,2,0.000005,-0.000617,-0.003166,0.000000,0.000000,0.000617,0.003166
51.565,2,0.000005,-0.000395,-0.003147,0.000000,0.000000,0.000395,0.003147
51.816,2,0.000005,-0.000386,-0.003233,0.000000,0.000000,0.000386,0.003233
52.070,2,0.000006,-0.000351,-0.003312,0.000000,0.000000,0.000351,0.003312
52.320,2,0.000006,-0.000339,-0.003357,0.000000,0.000000,0.000339,0.003357
52.570,2,0.000005,-0.000029,-0.003123,0.000000,0.000000,0.000029,0.003123
52.820,2,0.000005,0.000113,-0.003214,0.000000,0.000000,-0.000113,0.003214
53.071,2,0.000005,0.000113,-0.003214,0.000000,0.000000,-0.000113,0.003214
53.321,2,0.000005,0.000113,-0.003214,0.000000,0.000000,-0.000113,0.003214
53.571,2,0.000004,0.000343,-0.002954,0.000000,0.000000,-0.000343,0.002954
53.821,2,0.000005,0.000620,-0.003179,0.000000,0.000000,-0.000620,0.003179
54.071,2,0.000005,0.000653,-0.003198,0.000000,0.000000,-0.000653,0.003199
54.322,2,0.000005,0.000892,-0.003093,0.000000,0.000000,-0.000892,0.003093
54.572,2,0.000005,0.000892,-0.003093,0.000000,0.000000,-0.000892,0.003093
54.822,2,0.000005,0.001021,-0.003051,0.000000,0.000000,-0.001021,0.003051
55.072,2,0.000005,0.001185,-0.002970,0.000000,0.000000,-0.001185,0.002970
55.322,2,0.000005,0.001336,-0.002948,0.000000,0.000000,-0.001336,0.002948
55.572,2,0.000005,0.001293,-0.002922,0.000000,0.000000,-0.001293,0.002922
55.823,2,0.000005,0.001456,-0.002802,0.000000,0.000000,-0.001456,0.002802
56.073,2,0.000005,0.001509,-0.002636,0.000000,0.000000,-0.001509,0.002636
56.323,2,0.000005,0.001509,-0.002636,0.000000,0.000000,-0.001509,0.002636
56.573,2,0.000005,0.001860,-0.002383,0.000000,0.000000,-0.001860,0.002383
56.823,2,0.000005,0.001874,-0.002425,0.000000,0.000000,-0.001874,0.002425
57.074,2,0.000005,0.001978,-0.002386,0.000000,0.000000,-0.001978,0.002386
57.324,2,0.000005,0.001993,-0.002284,0.000000,0.000000,-0.001993,0.002284
57.574,2,0.000005,0.002109,-0.002230,0.000000,0.000000,-0.002109,0.002230
57.824,2,0.000005,0.002182,-0.002230,0.000000,0.000000,-0.002182,0.002230
58.075,2,0.000004,0.002203,-0.001921,0.000000,0.000000,-0.002203,0.001921
58.326,2,0.000004,0.002203,-0.001921,0.000000,0.000000,-0.002203,0.001921
58.576,2,0.000004,0.002455,-0.001583,0.000000,0.000000,-0.002455,0.001583
58.827,2,0.000004,0.002543,-0.001563,0.000000,0.000000,-0.002543,0.001563
59.077,2,0.000004,0.002538,-0.001483,0.000000,0.000000,-0.002538,0.001483
59.328,2,0.000004,0.002633,-0.001352,0.000000,0.000000,-0.002633,0.001352
59.579,2,0.000004,0.002671,-0.001148,0.000000,0.000000,-0.002671,0.001148
59.829,2,0.000004,0.002636,-0.000976,0.000000,0.000000,-0.002636,0.000976
60.080,2,0.000004,0.002622,-0.000917,0.000000,0.000000,-0.002622,0.000917
60.330,2,0.000004,0.002617,-0.000899,0.000000,0.000000,-0.002617,0.000899
60.581,2,0.000004,0.002797,-0.000560,0.000000,0.000000,-0.002797,0.000560
60.831,2,0.000004,0.002824,-0.000461,0.000000,0.000000,-0.002824,0.000461
61.081,2,0.000004,0.002836,-0.000299,0.000000,0.000000,-0.002836,0.000299
61.331,2,0.000004,0.002876,-0.000101,0.000000,0.000000,-0.002876,0.000101
61.582,2,0.000004,0.002847,-0.000040,0.000000,0.000000,-0.002847,0.000040
61.832,2,0.000004,0.002855,0.000204,0.000000,0.000000,-0.002855,-0.000204
62.082,2,0.000004,0.002881,0.000350,0.000000,0.000000,-0.002881,-0.000350
62.332,2,0.000004,0.002871,0.000378,0.000000,0.000000,-0.002871,-0.000378
62.583,2,0.000004,0.002871,0.000378,0.000000,0.000000,-0.002871,-0.000378
62.833,2,0.000004,0.002704,0.000621,0.000000,0.000000,-0.002704,-0.000621
63.083,2,0.000005,0.002861,0.000916,0.000000,0.000000,-0.002861,-0.000916
63.333,2,0.000004,0.002797,0.001061,0.000000,0.000000,-0.002797,-0.001061
63.587,2,0.000005,0.002784,0.001254,0.000000,0.000000,-0.002784,-0.001254
63.837,2,0.000005,0.002723,0.001375,0.000000,0.000000,-0.002723,-0.001375
64.087,2,0.000004,0.002584,0.001504,0.000000,0.000000,-0.002584,-0.001504
64.341,2,0.000005,0.002649,0.001672,0.000000,0.000000,-0.002649,-0.001672
64.591,2,0.000005,0.002579,0.001729,0.000000,0.000000,-0.002579,-0.001729
64.841,2,0.000005,0.002483,0.001942,0.000000,0.000000,-0.002483,-0.001942
65.091,2,0.000005,0.002496,0.002029,0.000000,0.000000,-0.002496,-0.002029
65.342,2,0.000005,0.002298,0.002232,0.000000,0.000000,-0.002298,-0.002232
65.592,2,0.000005,0.002298,0.002232,0.000000,0.000000,-0.002298,-0.002232
65.842,2,0.000005,0.002201,0.002279,0.000000,0.000000,-0.002201,-0.002279
66.092,2,0.000006,0.002221,0.002498,0.000000,0.000000,-0.002221,-0.002498
66.342,2,0.000006,0.002221,0.002498,0.000000,0.000000,-0.002221,-0.002498
66.593,2,0.000006,0.001980,0.002753,0.000000,0.000000,-0.001980,-0.002753
66.843,2,0.000006,0.001941,0.002900,0.000000,0.000000,-0.001941,-0.002900
67.093,2,0.000006,0.001698,0.003023,0.000000,0.000000,-0.001698,-0.003023
67.343,2,0.000006,0.001662,0.003056,0.000000,0.000000,-0.001662,-0.003056
67.594,2,0.000006,0.001557,0.003197,0.000000,0.000000,-0.001557,-0.003197
67.844,2,0.000006,0.001522,0.003226,0.000000,0.000000,-0.001522,-0.003226
68.094,2,0.000007,0.001528,0.003328,0.000000,0.000000,-0.001528,-0.003328
68.344,2,0.000006,0.001317,0.003334,0.000000,0.000000,-0.001317,-0.003334
68.595,2,0.000006,0.001317,0.003334,0.000000,0.000000,-0.001317,-0.003334
68.845,2,0.000006,0.001088,0.003310,0.000000,0.000000,-0.001088,-0.003310
69.096,2,0.000007,0.000819,0.003607,0.000000,0.000000,-0.000819,-0.003607
69.347,2,0.000007,0.000771,0.003698,0.000000,0.000000,-0.000771,-0.003698
69.597,2,0.000007,0.000515,0.003720,0.000000,0.000000,-0.000515,-0.003720
69.847,2,0.000007,0.000388,0.003725,0.000000,0.000000,-0.000388,-0.003725
70.098,2,0.000007,0.000426,0.003757,0.000000,0.000000,-0.000426,-0.003757
70.348,2,0.000007,0.000228,0.003782,0.000000,0.000000,-0.000228,-0.003782
70.598,2,0.000007,0.000153,0.003795,0.000000,0.000000,-0.000153,-0.003795
70.849,2,0.000007,0.000055,0.003854,0.000000,0.000000,-0.000055,-0.003854
71.099,2,0.000007,-0.000177,0.003714,0.000000,0.000000,0.000177,-0.003714
71.349,2,0.000007,-0.000340,0.003795,0.000000,0.000000,0.000340,-0.003795
71.601,2,0.000007,-0.000448,0.003714,0.000000,0.000000,0.000448,-0.003714
71.851,2,0.000007,-0.000666,0.003682,0.000000,0.000000,0.000666,-0.003682
72.101,2,0.000007,-0.000666,0.003682,0.000000,0.000000,0.000666,-0.003682
72.352,2,0.000007,-0.000780,0.003778,0.000000,0.000000,0.000780,-0.003778
72.603,2,0.000008,-0.000885,0.003813,0.000000,0.000000,0.000885,-0.003813
72.853,2,0.000008,-0.000924,0.003794,0.000000,0.000000,0.000924,-0.003794
73.103,2,0.000007,-0.001261,0.003484,0.000000,0.000000,0.001261,-0.003484
73.353,2,0.000007,-0.001250,0.003500,0.000000,0.000000,0.001250,-0.003500
73.603,2,0.000007,-0.001510,0.003415,0.000000,0.000000,0.001510,-0.003415
73.854,2,0.000007,-0.001535,0.003373,0.000000,0.000000,0.001535,-0.003374
74.104,2,0.000007,-0.001763,0.003166,0.000000,0.000000,0.001763,-0.003166
74.354,2,0.000007,-0.001763,0.003166,0.000000,0.000000,0.001763,-0.003166
74.604,2,0.000007,-0.001995,0.003013,0.000000,0.000000,0.001995,-0.003013
74.854,2,0.000007,-0.002032,0.003021,0.000000,0.000000,0.002032,-0.003021
75.104,2,0.000006,-0.002077,0.002911,0.000000,0.000000,0.002077,-0.002911
75.355,2,0.000006,-0.002299,0.002747,0.000000,0.000000,0.002299,-0.002747
75.605,2,0.000006,-0.002353,0.002661,0.000000,0.000000,0.002353,-0.002661
75.855,2,0.000006,-0.002391,0.002661,0.000000,0.000000,0.002391,-0.002661
76.105,2,0.000006,-0.002575,0.002394,0.000000,0.000000,0.002575,-0.002394
76.355,2,0.000006,-0.002586,0.002344,0.000000,0.000000,0.002586,-0.002344
76.605,2,0.000006,-0.002712,0.002259,0.000000,0.000000,0.002712,-0.002259
76.856,2,0.000006,-0.002785,0.002046,0.000000,0.000000,0.002785,-0.002046
77.106,2,0.000006,-0.002785,0.002046,0.000000,0.000000,0.002785,-0.002046
77.356,2,0.000006,-0.002809,0.001789,0.000000,0.000000,0.002809,-0.001789
77.606,2,0.000006,-0.002967,0.001567,0.000000,0.000000,0.002967,-0.001567
77.856,2,0.000005,-0.002967,0.001431,0.000000,0.000000,0.002967,-0.001431
78.107,2,0.000006,-0.003093,0.001205,0.000000,0.000000,0.003093,-0.001205
78.357,2,0.000005,-0.003084,0.001079,0.000000,0.000000,0.003084,-0.001079
78.607,2,0.000005,-0.003182,0.000892,0.000000,0.000000,0.003182,-0.000892
78.857,2,0.000005,-0.003186,0.000722,0.000000,0.000000,0.003186,-0.000722
79.107,2,0.000005,-0.003193,0.000567,0.000000,0.000000,0.003193,-0.000567
79.358,2,0.000005,-0.003171,0.000441,0.000000,0.000000,0.003171,-0.000441
79.608,2,0.000005,-0.003244,0.000230,0.000000,0.000000,0.003244,-0.000230
79.866,2,0.000005,-0.003260,0.000049,0.000000,0.000000,0.003260,-0.000049
80.116,2,0.000005,-0.003259,0.000036,0.000000,0.000000,0.003259,-0.000036
80.367,2,0.000006,-0.003342,-0.000014,0.000000,0.000000,0.003342,0.000014
80.619,2,0.000006,-0.003342,-0.000014,0.000000,0.000000,0.003342,0.000014
