Time,UAV_ID,Lyapunov,PosError_Lat,PosError_Lon,VelError_Lat,VelError_Lon,Control_Lat,Control_Lon
80.869,0,0.000002,0.001750,0.000360,0.000000,0.000000,-0.001750,-0.000360
81.119,0,0.000002,0.001677,0.000711,0.000000,0.000000,-0.001677,-0.000711
81.370,0,0.000002,0.001647,0.000808,0.000000,0.000000,-0.001647,-0.000808
81.620,0,0.000002,0.001631,0.000856,0.000000,0.000000,-0.001631,-0.000856
81.871,0,0.000002,0.001631,0.000856,0.000000,0.000000,-0.001631,-0.000856
82.121,0,0.000002,0.001537,0.001087,0.000000,0.000000,-0.001537,-0.001087
82.371,0,0.000002,0.001493,0.001176,0.000000,0.000000,-0.001493,-0.001176
82.621,0,0.000002,0.001493,0.001176,0.000000,0.000000,-0.001493,-0.001176
82.872,0,0.000002,0.001493,0.001176,0.000000,0.000000,-0.001493,-0.001176
83.122,0,0.000002,0.001350,0.001414,0.000000,0.000000,-0.001350,-0.001414
83.372,0,0.000002,0.001314,0.001464,0.000000,0.000000,-0.001314,-0.001464
83.623,0,0.000002,0.001314,0.001464,0.000000,0.000000,-0.001314,-0.001464
83.873,0,0.000002,0.001314,0.001464,0.000000,0.000000,-0.001314,-0.001464
84.123,0,0.000002,0.001314,0.001464,0.000000,0.000000,-0.001314,-0.001464
84.373,0,0.000002,0.001314,0.001464,0.000000,0.000000,-0.001314,-0.001464
84.623,0,0.000002,0.000996,0.001803,0.000000,0.000000,-0.000996,-0.001803
84.873,0,0.000002,0.000889,0.001886,0.000000,0.000000,-0.000889,-0.001886
85.123,0,0.000002,0.000889,0.001886,0.000000,0.000000,-0.000889,-0.001886
85.375,0,0.000002,0.000777,0.001959,0.000000,0.000000,-0.000777,-0.001959
85.625,0,0.000002,0.000700,0.002002,0.000000,0.000000,-0.000700,-0.002002
85.875,0,0.000002,0.000622,0.002041,0.000000,0.000000,-0.000622,-0.002041
86.126,0,0.000002,0.000622,0.002041,0.000000,0.000000,-0.000622,-0.002041
86.376,0,0.000002,0.000420,0.002117,0.000000,0.000000,-0.000420,-0.002117
86.626,0,0.000002,0.000315,0.002144,0.000000,0.000000,-0.000315,-0.002144
86.876,0,0.000002,0.000315,0.002144,0.000000,0.000000,-0.000315,-0.002144
87.126,0,0.000002,0.000105,0.002175,0.000000,0.000000,-0.000106,-0.002175
87.377,0,0.000002,0.000054,0.002178,0.000000,0.000000,-0.000055,-0.002178
87.627,0,0.000002,-0.000051,0.002178,0.000000,0.000000,0.000051,-0.002178
87.877,0,0.000002,-0.000051,0.002178,0.000000,0.000000,0.000051,-0.002178
88.127,0,0.000002,-0.000051,0.002178,0.000000,0.000000,0.000051,-0.002178
88.378,0,0.000002,-0.000260,0.002156,0.000000,0.000000,0.000260,-0.002156
88.628,0,0.000002,-0.000260,0.002156,0.000000,0.000000,0.000260,-0.002156
88.878,0,0.000002,-0.000417,0.002119,0.000000,0.000000,0.000417,-0.002119
89.128,0,0.000002,-0.000539,0.002077,0.000000,0.000000,0.000539,-0.002077
89.379,0,0.000002,-0.000579,0.002061,0.000000,0.000000,0.000579,-0.002061
89.629,0,0.000002,-0.000619,0.002043,0.000000,0.000000,0.000619,-0.002044
89.879,0,0.000002,-0.000736,0.001984,0.000000,0.000000,0.000736,-0.001984
90.129,0,0.000002,-0.000736,0.001984,0.000000,0.000000,0.000736,-0.001984
90.379,0,0.000002,-0.000923,0.001864,0.000000,0.000000,0.000923,-0.001864
90.629,0,0.000002,-0.000923,0.001864,0.000000,0.000000,0.000923,-0.001864
90.880,0,0.000002,-0.001029,0.001778,0.000000,0.000000,0.001029,-0.001778
91.130,0,0.000002,-0.001121,0.001692,0.000000,0.000000,0.001121,-0.001693
91.380,0,0.000002,-0.001162,0.001651,0.000000,0.000000,0.001162,-0.001651
91.630,0,0.000002,-0.001255,0.001545,0.000000,0.000000,0.001255,-0.001545
91.880,0,0.000002,-0.001314,0.001469,0.000000,0.000000,0.001314,-0.001469
92.130,0,0.000002,-0.001347,0.001423,0.000000,0.000000,0.001347,-0.001423
92.381,0,0.000002,-0.001347,0.001423,0.000000,0.000000,0.001347,-0.001423
92.631,0,0.000002,-0.001445,0.001269,0.000000,0.000000,0.001445,-0.001269
92.881,0,0.000002,-0.001445,0.001269,0.000000,0.000000,0.001445,-0.001269
93.131,0,0.000002,-0.001515,0.001139,0.000000,0.000000,0.001515,-0.001139
93.381,0,0.000002,-0.001515,0.001139,0.000000,0.000000,0.001515,-0.001139
93.631,0,0.000002,-0.001515,0.001139,0.000000,0.000000,0.001515,-0.001139
93.882,0,0.000002,-0.001647,0.000816,0.000000,0.000000,0.001647,-0.000816
94.132,0,0.000002,-0.001663,0.000767,0.000000,0.000000,0.001663,-0.000767
94.382,0,0.000002,-0.001703,0.000620,0.000000,0.000000,0.001703,-0.000620
94.632,0,0.000002,-0.001739,0.000443,0.000000,0.000000,0.001739,-0.000443
94.883,0,0.000002,-0.001739,0.000443,0.000000,0.000000,0.001739,-0.000443
95.133,0,0.000002,-0.001757,0.000317,0.000000,0.000000,0.001757,-0.000317
95.383,0,0.000002,-0.001769,0.000186,0.000000,0.000000,0.001769,-0.000186
95.633,0,0.000002,-0.001773,0.000111,0.000000,0.000000,0.001773,-0.000111
95.884,0,0.000002,-0.001773,0.000111,0.000000,0.000000,0.001773,-0.000111
96.134,0,0.000002,-0.001773,0.000111,0.000000,0.000000,0.001773,-0.000111
96.385,0,0.000002,-0.001768,-0.000201,0.000000,0.000000,0.001768,0.000201
96.635,0,0.000002,-0.001764,-0.000250,0.000000,0.000000,0.001764,0.000250
96.886,0,0.000002,-0.001745,-0.000404,0.000000,0.000000,0.001745,0.000404
97.136,0,0.000002,-0.001737,-0.000455,0.000000,0.000000,0.001737,0.000455
97.386,0,0.000002,-0.001737,-0.000455,0.000000,0.000000,0.001737,0.000455
97.636,0,0.000002,-0.001663,-0.000765,0.000000,0.000000,0.001663,0.000765
97.886,0,0.000002,-0.001623,-0.000886,0.000000,0.000000,0.001623,0.000886
98.137,0,0.000002,-0.001618,-0.000897,0.000000,0.000000,0.001618,0.000897
98.387,0,0.000002,-0.001601,-0.000944,0.000000,0.000000,0.001601,0.000944
98.637,0,0.000002,-0.001542,-0.001081,0.000000,0.000000,0.001542,0.001081
98.887,0,0.000002,-0.001498,-0.001170,0.000000,0.000000,0.001498,0.001170
99.137,0,0.000002,-0.001498,-0.001170,0.000000,0.000000,0.001498,0.001170
99.387,0,0.000002,-0.001373,-0.001382,0.000000,0.000000,0.001373,0.001382
99.637,0,0.000002,-0.001341,-0.001429,0.000000,0.000000,0.001341,0.001429
99.888,0,0.000002,-0.001291,-0.001496,0.000000,0.000000,0.001291,0.001496
100.138,0,0.000002,-0.001232,-0.001570,0.000000,0.000000,0.001232,0.001570
100.388,0,0.000002,-0.001201,-0.001606,0.000000,0.000000,0.001201,0.001606
100.638,0,0.000002,-0.001105,-0.001707,0.000000,0.000000,0.001105,0.001707
100.888,0,0.000002,-0.001071,-0.001738,0.000000,0.000000,0.001071,0.001738
101.138,0,0.000002,-0.001071,-0.001738,0.000000,0.000000,0.001071,0.001738
101.389,0,0.000002,-0.000851,-0.001913,0.000000,0.000000,0.000851,0.001913
101.640,0,0.000002,-0.000851,-0.001913,0.000000,0.000000,0.000851,0.001913
101.890,0,0.000002,-0.000851,-0.001913,0.000000,0.000000,0.000851,0.001913
102.140,0,0.000002,-0.000669,-0.002019,0.000000,0.000000,0.000669,0.002019
102.391,0,0.000002,-0.000590,-0.002055,0.000000,0.000000,0.000590,0.002055
