Time,UAV_ID,Lyapunov,PosError_Lat,PosError_Lon,VelError_Lat,VelError_Lon,Control_Lat,Control_Lon
33.039,0,0.000002,-0.001275,-0.001482,0.000000,0.000000,0.001275,0.001482
33.289,0,0.000002,-0.001249,-0.001523,0.000000,0.000000,0.001249,0.001523
33.539,0,0.000002,-0.001249,-0.001523,0.000000,0.000000,0.001249,0.001523
33.789,0,0.000002,-0.001249,-0.001523,0.000000,0.000000,0.001249,0.001523
34.040,0,0.000002,-0.001072,-0.001746,0.000000,0.000000,0.001072,0.001746
34.290,0,0.000002,-0.001006,-0.001811,0.000000,0.000000,0.001006,0.001811
34.540,0,0.000002,-0.000937,-0.001871,0.000000,0.000000,0.000937,0.001871
34.790,0,0.000002,-0.000846,-0.001940,0.000000,0.000000,0.000846,0.001940
35.040,0,0.000002,-0.000846,-0.001940,0.000000,0.000000,0.000846,0.001940
35.290,0,0.000002,-0.000846,-0.001940,0.000000,0.000000,0.000846,0.001940
35.540,0,0.000002,-0.000638,-0.002061,0.000000,0.000000,0.000639,0.002061
35.791,0,0.000002,-0.000510,-0.002114,0.000000,0.000000,0.000510,0.002114
36.042,0,0.000002,-0.000510,-0.002114,0.000000,0.000000,0.000510,0.002114
36.292,0,0.000002,-0.000396,-0.002149,0.000000,0.000000,0.000396,0.002149
36.543,0,0.000002,-0.000396,-0.002149,0.000000,0.000000,0.000396,0.002149
36.793,0,0.000002,-0.000396,-0.002149,0.000000,0.000000,0.000396,0.002149
37.043,0,0.000002,-0.000396,-0.002149,0.000000,0.000000,0.000396,0.002149
37.294,0,0.000002,0.000011,-0.002196,0.000000,0.000000,-0.000011,0.002196
37.544,0,0.000002,0.000011,-0.002196,0.000000,0.000000,-0.000011,0.002196
37.794,0,0.000002,0.000116,-0.002189,0.000000,0.000000,-0.000116,0.002189
38.044,0,0.000002,0.000274,-0.002164,0.000000,0.000000,-0.000274,0.002164
38.295,0,0.000002,0.000274,-0.002164,0.000000,0.000000,-0.000274,0.002164
38.545,0,0.000002,0.000315,-0.002155,0.000000,0.000000,-0.000315,0.002155
38.795,0,0.000002,0.000528,-0.002087,0.000000,0.000000,-0.000528,0.002087
39.046,0,0.000002,0.000519,-0.002091,0.000000,0.000000,-0.000519,0.002091
39.296,0,0.000002,0.000627,-0.002044,0.000000,0.000000,-0.000627,0.002044
39.546,0,0.000002,0.000627,-0.002044,0.000000,0.000000,-0.000627,0.002044
39.797,0,0.000002,0.000774,-0.001965,0.000000,0.000000,-0.000774,0.001965
40.048,0,0.000002,0.000774,-0.001965,0.000000,0.000000,-0.000774,0.001965
40.299,0,0.000002,0.000902,-0.001879,0.000000,0.000000,-0.000902,0.001879
40.549,0,0.000002,0.001043,-0.001764,0.000000,0.000000,-0.001043,0.001764
40.799,0,0.000002,0.001126,-0.001685,0.000000,0.000000,-0.001126,0.001685
41.049,0,0.000002,0.001142,-0.001669,0.000000,0.000000,-0.001142,0.001669
41.299,0,0.000002,0.001205,-0.001601,0.000000,0.000000,-0.001205,0.001601
41.550,0,0.000002,0.001205,-0.001601,0.000000,0.000000,-0.001205,0.001601
41.801,0,0.000002,0.001323,-0.001453,0.000000,0.000000,-0.001323,0.001453
42.051,0,0.000002,0.001378,-0.001374,0.000000,0.000000,-0.001378,0.001374
42.301,0,0.000002,0.001378,-0.001374,0.000000,0.000000,-0.001378,0.001374
42.551,0,0.000002,0.001455,-0.001251,0.000000,0.000000,-0.001455,0.001251
42.801,0,0.000002,0.001501,-0.001164,0.000000,0.000000,-0.001502,0.001164
43.051,0,0.000002,0.001560,-0.001042,0.000000,0.000000,-0.001560,0.001042
43.302,0,0.000002,0.001560,-0.001042,0.000000,0.000000,-0.001560,0.001042
43.552,0,0.000002,0.001560,-0.001042,0.000000,0.000000,-0.001560,0.001042
43.802,0,0.000002,0.001669,-0.000746,0.000000,0.000000,-0.001669,0.000746
44.053,0,0.000002,0.001669,-0.000746,0.000000,0.000000,-0.001669,0.000746
44.303,0,0.000002,0.001669,-0.000746,0.000000,0.000000,-0.001669,0.000746
44.553,0,0.000002,0.001669,-0.000746,0.000000,0.000000,-0.001669,0.000746
44.803,0,0.000002,0.001669,-0.000746,0.000000,0.000000,-0.001669,0.000746
45.053,0,0.000002,0.001767,-0.000245,0.000000,0.000000,-0.001767,0.000245
45.303,0,0.000002,0.001767,-0.000245,0.000000,0.000000,-0.001767,0.000245
45.554,0,0.000002,0.001777,-0.000052,0.000000,0.000000,-0.001778,0.000052
45.804,0,0.000002,0.001777,0.000065,0.000000,0.000000,-0.001778,-0.000065
46.055,0,0.000002,0.001773,0.000168,0.000000,0.000000,-0.001773,-0.000169
46.305,0,0.000002,0.001773,0.000168,0.000000,0.000000,-0.001773,-0.000169
46.555,0,0.000002,0.001759,0.000323,0.000000,0.000000,-0.001759,-0.000323
46.805,0,0.000002,0.001759,0.000323,0.000000,0.000000,-0.001759,-0.000323
47.056,0,0.000002,0.001715,0.000576,0.000000,0.000000,-0.001715,-0.000576
47.306,0,0.000002,0.001681,0.000710,0.000000,0.000000,-0.001681,-0.000711
47.557,0,0.000002,0.001663,0.000773,0.000000,0.000000,-0.001663,-0.000773
47.810,0,0.000002,0.001647,0.000821,0.000000,0.000000,-0.001647,-0.000821
48.061,0,0.000002,0.001575,0.001011,0.000000,0.000000,-0.001575,-0.001011
48.311,0,0.000002,0.001575,0.001011,0.000000,0.000000,-0.001575,-0.001011
48.562,0,0.000002,0.001575,0.001011,0.000000,0.000000,-0.001575,-0.001011
48.812,0,0.000002,0.001467,0.001230,0.000000,0.000000,-0.001467,-0.001231
49.062,0,0.000002,0.001467,0.001230,0.000000,0.000000,-0.001467,-0.001231
49.312,0,0.000002,0.001365,0.001396,0.000000,0.000000,-0.001365,-0.001396
49.563,0,0.000002,0.001338,0.001435,0.000000,0.000000,-0.001338,-0.001435
49.813,0,0.000002,0.001310,0.001473,0.000000,0.000000,-0.001310,-0.001473
50.064,0,0.000002,0.001310,0.001473,0.000000,0.000000,-0.001310,-0.001473
50.314,0,0.000002,0.001158,0.001653,0.000000,0.000000,-0.001158,-0.001653
50.564,0,0.000002,0.001068,0.001742,0.000000,0.000000,-0.001068,-0.001742
50.815,0,0.000002,0.001068,0.001742,0.000000,0.000000,-0.001068,-0.001742
51.065,0,0.000002,0.000990,0.001809,0.000000,0.000000,-0.000990,-0.001809
51.315,0,0.000002,0.000882,0.001891,0.000000,0.000000,-0.000882,-0.001891
51.565,0,0.000002,0.000799,0.001945,0.000000,0.000000,-0.000799,-0.001945
51.816,0,0.000002,0.000732,0.001985,0.000000,0.000000,-0.000732,-0.001985
52.069,0,0.000002,0.000654,0.002025,0.000000,0.000000,-0.000654,-0.002025
52.319,0,0.000002,0.000615,0.002043,0.000000,0.000000,-0.000615,-0.002043
52.570,0,0.000002,0.000615,0.002043,0.000000,0.000000,-0.000615,-0.002043
52.820,0,0.000002,0.000454,0.002105,0.000000,0.000000,-0.000454,-0.002105
53.070,0,0.000002,0.000454,0.002105,0.000000,0.000000,-0.000454,-0.002105
53.321,0,0.000002,0.000454,0.002105,0.000000,0.000000,-0.000454,-0.002105
53.571,0,0.000002,0.000454,0.002105,0.000000,0.000000,-0.000454,-0.002105
53.821,0,0.000002,0.000079,0.002175,0.000000,0.000000,-0.000079,-0.002175
54.071,0,0.000002,0.000037,0.002177,0.000000,0.000000,-0.000037,-0.002177
54.322,0,0.000002,-0.000121,0.002172,0.000000,0.000000,0.000121,-0.002173
54.572,0,0.000002,-0.000121,0.002172,0.000000,0.000000,0.000121,-0.002173
54.822,0,0.000002,-0.000216,0.002161,0.000000,0.000000,0.000216,-0.002161
55.072,0,0.000002,-0.000341,0.002137,0.000000,0.000000,0.000341,-0.002137
55.322,0,0.000002,-0.000487,0.002095,0.000000,0.000000,0.000487,-0.002095
55.572,0,0.000002,-0.000424,0.002115,0.000000,0.000000,0.000424,-0.002115
55.823,0,0.000002,-0.000546,0.002072,0.000000,0.000000,0.000546,-0.002072
56.073,0,0.000002,-0.000546,0.002072,0.000000,0.000000,0.000546,-0.002072
56.323,0,0.000002,-0.000546,0.002072,0.000000,0.000000,0.000546,-0.002072
56.573,0,0.000002,-0.000875,0.001895,0.000000,0.000000,0.000875,-0.001896
56.823,0,0.000002,-0.000875,0.001895,0.000000,0.000000,0.000875,-0.001896
57.074,0,0.000002,-0.000965,0.001829,0.000000,0.000000,0.000965,-0.001829
57.324,0,0.000002,-0.000965,0.001829,0.000000,0.000000,0.000965,-0.001829
57.574,0,0.000002,-0.001069,0.001740,0.000000,0.000000,0.001069,-0.001740
57.824,0,0.000002,-0.001135,0.001675,0.000000,0.000000,0.001135,-0.001675
58.075,0,0.000002,-0.001135,0.001675,0.000000,0.000000,0.001135,-0.001675
58.325,0,0.000002,-0.001135,0.001675,0.000000,0.000000,0.001135,-0.001675
58.576,0,0.000002,-0.001361,0.001400,0.000000,0.000000,0.001361,-0.001400
58.827,0,0.000002,-0.001426,0.001300,0.000000,0.000000,0.001426,-0.001300
59.077,0,0.000002,-0.001426,0.001300,0.000000,0.000000,0.001426,-0.001300
59.328,0,0.000002,-0.001497,0.001173,0.000000,0.000000,0.001497,-0.001173
59.579,0,0.000002,-0.001541,0.001083,0.000000,0.000000,0.001541,-0.001083
59.829,0,0.000002,-0.001541,0.001084,0.000000,0.000000,0.001541,-0.001085
60.080,0,0.000002,-0.001541,0.001084,0.000000,0.000000,0.001541,-0.001085
60.330,0,0.000002,-0.001541,0.001084,0.000000,0.000000,0.001541,-0.001085
60.581,0,0.000002,-0.001673,0.000731,0.000000,0.000000,0.001673,-0.000732
60.831,0,0.000002,-0.001693,0.000659,0.000000,0.000000,0.001693,-0.000659
61.081,0,0.000002,-0.001717,0.000559,0.000000,0.000000,0.001717,-0.000559
61.331,0,0.000002,-0.001745,0.000407,0.000000,0.000000,0.001745,-0.000407
61.582,0,0.000002,-0.001745,0.000407,0.000000,0.000000,0.001745,-0.000407
61.832,0,0.000002,-0.001767,0.000227,0.000000,0.000000,0.001767,-0.000227
62.082,0,0.000002,-0.001775,0.000097,0.000000,0.000000,0.001775,-0.000097
62.332,0,0.000002,-0.001775,0.000099,0.000000,0.000000,0.001775,-0.000099
62.583,0,0.000002,-0.001775,0.000099,0.000000,0.000000,0.001775,-0.000099
62.833,0,0.000002,-0.001775,0.000099,0.000000,0.000000,0.001775,-0.000099
63.083,0,0.000002,-0.001758,-0.000314,0.000000,0.000000,0.001758,0.000314
63.333,0,0.000002,-0.001751,-0.000365,0.000000,0.000000,0.001751,0.000365
63.587,0,0.000002,-0.001720,-0.000545,0.000000,0.000000,0.001720,0.000545
63.837,0,0.000002,-0.001707,-0.000605,0.000000,0.000000,0.001707,0.000605
64.087,0,0.000002,-0.001707,-0.000605,0.000000,0.000000,0.001707,0.000605
64.341,0,0.000002,-0.001648,-0.000812,0.000000,0.000000,0.001648,0.000812
64.591,0,0.000002,-0.001648,-0.000812,0.000000,0.000000,0.001648,0.000812
64.841,0,0.000002,-0.001596,-0.000954,0.000000,0.000000,0.001596,0.000954
65.091,0,0.000002,-0.001558,-0.001046,0.000000,0.000000,0.001558,0.001046
65.342,0,0.000002,-0.001514,-0.001138,0.000000,0.000000,0.001514,0.001138
65.592,0,0.000002,-0.001514,-0.001138,0.000000,0.000000,0.001514,0.001138
65.842,0,0.000002,-0.001514,-0.001138,0.000000,0.000000,0.001514,0.001138
66.092,0,0.000002,-0.001395,-0.001348,0.000000,0.000000,0.001395,0.001348
66.342,0,0.000002,-0.001395,-0.001348,0.000000,0.000000,0.001395,0.001348
66.593,0,0.000002,-0.001284,-0.001505,0.000000,0.000000,0.001284,0.001505
66.843,0,0.000002,-0.001177,-0.001631,0.000000,0.000000,0.001177,0.001631
67.093,0,0.000002,-0.001130,-0.001681,0.000000,0.000000,0.001130,0.001681
67.343,0,0.000002,-0.001097,-0.001713,0.000000,0.000000,0.001097,0.001713
67.594,0,0.000002,-0.000995,-0.001805,0.000000,0.000000,0.000995,0.001805
67.844,0,0.000002,-0.000960,-0.001833,0.000000,0.000000,0.000960,0.001833
68.094,0,0.000002,-0.000887,-0.001887,0.000000,0.000000,0.000887,0.001887
68.344,0,0.000002,-0.000887,-0.001887,0.000000,0.000000,0.000887,0.001887
68.595,0,0.000002,-0.000887,-0.001887,0.000000,0.000000,0.000887,0.001887
68.845,0,0.000002,-0.000887,-0.001887,0.000000,0.000000,0.000887,0.001887
69.096,0,0.000002,-0.000538,-0.002076,0.000000,0.000000,0.000538,0.002076
69.347,0,0.000002,-0.000437,-0.002112,0.000000,0.000000,0.000437,0.002112
69.597,0,0.000002,-0.000335,-0.002140,0.000000,0.000000,0.000335,0.002140
69.847,0,0.000002,-0.000285,-0.002150,0.000000,0.000000,0.000285,0.002150
70.098,0,0.000002,-0.000294,-0.002148,0.000000,0.000000,0.000294,0.002148
70.348,0,0.000002,-0.000169,-0.002169,0.000000,0.000000,0.000169,0.002169
70.598,0,0.000002,-0.000126,-0.002173,0.000000,0.000000,0.000127,0.002173
70.849,0,0.000002,0.000000,-0.002178,0.000000,0.000000,-0.000000,0.002178
71.099,0,0.000002,0.000000,-0.002178,0.000000,0.000000,-0.000000,0.002178
71.349,0,0.000002,0.000211,-0.002163,0.000000,0.000000,-0.000211,0.002163
71.601,0,0.000002,0.000211,-0.002163,0.000000,0.000000,-0.000211,0.002163
71.851,0,0.000002,0.000347,-0.002137,0.000000,0.000000,-0.000347,0.002137
72.101,0,0.000002,0.000347,-0.002137,0.000000,0.000000,-0.000347,0.002137
72.352,0,0.000002,0.000500,-0.002090,0.000000,0.000000,-0.000500,0.002090
72.603,0,0.000002,0.000620,-0.002041,0.000000,0.000000,-0.000620,0.002041
72.853,0,0.000002,0.000660,-0.002022,0.000000,0.000000,-0.000660,0.002022
73.103,0,0.000002,0.000699,-0.002002,0.000000,0.000000,-0.000699,0.002002
73.353,0,0.000002,0.000699,-0.002002,0.000000,0.000000,-0.000699,0.002002
73.603,0,0.000002,0.000887,-0.001886,0.000000,0.000000,-0.000887,0.001886
73.854,0,0.000002,0.000887,-0.001886,0.000000,0.000000,-0.000887,0.001886
74.104,0,0.000002,0.001021,-0.001782,0.000000,0.000000,-0.001021,0.001782
74.354,0,0.000002,0.001021,-0.001782,0.000000,0.000000,-0.001021,0.001782
74.604,0,0.000002,0.001163,-0.001646,0.000000,0.000000,-0.001163,0.001646
74.854,0,0.000002,0.001194,-0.001612,0.000000,0.000000,-0.001194,0.001612
75.104,0,0.000002,0.001194,-0.001612,0.000000,0.000000,-0.001194,0.001612
75.355,0,0.000002,0.001342,-0.001427,0.000000,0.000000,-0.001342,0.001427
75.605,0,0.000002,0.001369,-0.001387,0.000000,0.000000,-0.001369,0.001387
75.855,0,0.000002,0.001395,-0.001347,0.000000,0.000000,-0.001396,0.001347
76.105,0,0.000002,0.001493,-0.001178,0.000000,0.000000,-0.001493,0.001178
76.355,0,0.000002,0.001493,-0.001178,0.000000,0.000000,-0.001493,0.001178
76.605,0,0.000002,0.001578,-0.000999,0.000000,0.000000,-0.001578,0.000999
76.856,0,0.000002,0.001596,-0.000953,0.000000,0.000000,-0.001596,0.000953
77.106,0,0.000002,0.001596,-0.000953,0.000000,0.000000,-0.001596,0.000953
77.356,0,0.000002,0.001596,-0.000953,0.000000,0.000000,-0.001596,0.000953
77.606,0,0.000002,0.001677,-0.000713,0.000000,0.000000,-0.001677,0.000713
77.856,0,0.000002,0.001677,-0.000713,0.000000,0.000000,-0.001677,0.000713
78.106,0,0.000002,0.001734,-0.000464,0.000000,0.000000,-0.001734,0.000464
78.357,0,0.000002,0.001734,-0.000464,0.000000,0.000000,-0.001734,0.000464
78.607,0,0.000002,0.001767,-0.000206,0.000000,0.000000,-0.001767,0.000206
78.857,0,0.000002,0.001766,-0.000208,0.000000,0.000000,-0.001766,0.000208
79.107,0,0.000002,0.001774,-0.000053,0.000000,0.000000,-0.001774,0.000053
79.358,0,0.000002,0.001774,-0.000053,0.000000,0.000000,-0.001774,0.000053
79.608,0,0.000002,0.001772,0.000114,0.000000,0.000000,-0.001772,-0.000114
79.866,0,0.000002,0.001763,0.000244,0.000000,0.000000,-0.001763,-0.000244
80.116,0,0.000002,0.001762,0.000257,0.000000,0.000000,-0.001762,-0.000257
80.367,0,0.000002,0.001750,0.000360,0.000000,0.000000,-0.001750,-0.000360
80.619,0,0.000002,0.001750,0.000360,0.000000,0.000000,-0.001750,-0.000360
